gene,r_cnv_rna,p_cnv_rna,r_cnv_prot,p_cnv_prot,prot_att,prot_att_class
RUSC1,0.37918133,4.98E-14,0.122857349,0.146677328,0.256323981,b_low
CALCOCO2,0.600969229,1.68E-37,0.344683018,6.84E-09,0.256286211,b_low
SART1,0.394864181,3.51E-15,0.138652708,0.007899137,0.256211473,b_low
DDX54,0.468935713,1.61E-21,0.212825129,8.43E-05,0.256110584,b_low
UBE2I,0.449225041,1.12E-19,0.193119555,0.000197561,0.256105486,b_low
TXNL4A,0.550597966,1.48E-30,0.294494918,8.38E-07,0.256103048,b_low
KIDINS220,0.524501358,2.13E-27,0.268470373,2.05E-05,0.256030985,b_low
RHOT1,0.509097976,1.17E-25,0.253092067,2.81E-06,0.256005909,b_low
UBE2E1,0.409618177,2.54E-16,0.153863781,0.009032891,0.255754396,b_low
RBM42,0.515548665,2.24E-26,0.25984828,6.42E-07,0.255700386,b_low
BRIX1,0.483603533,5.74E-23,0.227944648,1.86E-05,0.255658884,b_low
GNPAT,0.503448723,4.82E-25,0.247890578,2.34E-06,0.255558145,b_low
MTMR9,0.582141706,9.18E-35,0.326829464,1.04E-07,0.255312242,b_low
ZNF131,0.521883067,4.26E-27,0.26664964,0.000135251,0.255233427,b_low
PIAS4,0.353242319,2.96E-12,0.098012175,0.1844187,0.255230144,b_low
RPS10,0.283569391,3.11E-08,0.028426438,0.586738582,0.255142953,b_low
MRPL23,0.323914632,1.95E-10,0.068790909,0.199184798,0.255123722,b_low
CACNB3,0.330722442,7.68E-11,0.07573803,0.375537557,0.254984413,b_low
HOOK3,0.508112949,1.50E-25,0.253206672,1.39E-06,0.254906277,b_low
EPS15L1,0.488973689,1.62E-23,0.234285779,1.52E-05,0.25468791,b_low
ACTB,0.223920024,1.45E-05,-0.030750871,0.603263647,0.254670895,b_low
NOC4L,0.361584935,8.28E-13,0.107152085,0.056683657,0.254432851,b_low
RUFY1,0.609723503,7.75E-39,0.355468006,2.98E-12,0.254255497,b_low
CBR4,0.510833598,7.51E-26,0.256634421,1.68E-06,0.254199177,b_low
PKP4,0.365702782,4.36E-13,0.111523335,0.047968516,0.254179447,b_low
AGPAT5,0.561952543,5.10E-32,0.307948945,5.17E-09,0.254003598,b_low
RANBP3,0.625568329,2.31E-41,0.371650692,1.09E-11,0.253917637,b_low
SPC24,0.399711142,1.50E-15,0.145869744,0.01860526,0.253841398,b_low
SH3GLB1,0.514181781,3.18E-26,0.260362182,4.08E-07,0.253819599,b_low
MTHFR,0.383102542,2.60E-14,0.129360828,0.03637802,0.253741714,b_low
BOD1,0.523766196,2.59E-27,0.270062984,1.75E-05,0.253703213,b_low
TMX2,0.53381784,1.71E-28,0.280124445,5.95E-08,0.253693395,b_low
HAUS1,0.470714405,1.09E-21,0.217263891,0.000600531,0.253450514,b_low
ATXN2L,0.388337866,1.08E-14,0.134934842,0.011747036,0.253403024,b_low
CAPNS1,0.397715688,2.14E-15,0.144365017,0.00552819,0.253350671,b_low
RMND5A,0.371008365,1.88E-13,0.117660216,0.054827781,0.253348149,b_low
ALKBH8,0.4387971,9.46E-19,0.185483964,0.018489413,0.253313136,b_low
EXD2,0.534315727,1.49E-28,0.281083308,8.89E-08,0.253232419,b_low
CDC27,0.563841398,2.87E-32,0.310634244,1.89E-08,0.253207154,b_low
PDCD2,0.608208145,1.33E-38,0.355070311,6.23E-06,0.253137833,b_low
YTHDF1,0.646546479,6.10E-45,0.393712713,9.62E-12,0.252833766,b_low
IREB2,0.545574868,6.30E-30,0.292910631,5.03E-07,0.252664237,b_low
NFX1,0.662631924,7.01E-48,0.409968716,7.73E-12,0.252663208,b_low
PHF20,0.529096203,6.19E-28,0.276435898,0.003038035,0.252660305,b_low
ITFG1,0.485337796,3.83E-23,0.232950508,9.10E-05,0.252387288,b_low
GPATCH2,0.511479657,6.37E-26,0.259149513,6.98E-05,0.252330144,b_low
COMMD8,0.347224829,7.25E-12,0.094921075,0.098551012,0.252303755,b_low
CCDC127,0.581202803,1.24E-34,0.328960697,1.83E-08,0.252242106,b_low
FAM160A2,0.501835655,7.19E-25,0.249709462,7.02E-05,0.252126193,b_low
HBP1,0.284812771,2.69E-08,0.032699311,0.644924383,0.252113459,b_low
ALKBH2,0.375556046,9.02E-14,0.123498994,0.092190919,0.252057052,b_low
PI4K2B,0.368775831,2.68E-13,0.116885384,0.095930617,0.251890447,b_low
PATL1,0.526222411,1.34E-27,0.2743686,4.67E-07,0.251853812,b_low
MCCC1,0.477272493,2.47E-22,0.225721864,1.27E-05,0.251550629,b_low
TSEN34,0.500444623,1.01E-24,0.248897256,8.79E-05,0.251547367,b_low
ZNF644,0.47395603,5.25E-22,0.222429025,0.000845921,0.251527005,b_low
R3HDM2,0.414692478,9.98E-17,0.163219381,0.055773557,0.251473096,b_low
CCDC130,0.592003316,3.56E-36,0.34073982,0.000194342,0.251263496,b_low
VPS36,0.493253862,5.84E-24,0.242086365,3.95E-06,0.251167497,b_low
NUFIP2,0.577249851,4.42E-34,0.326094185,1.73E-09,0.251155666,b_low
SMG1,0.354740532,2.36E-12,0.103607059,0.060495621,0.251133473,b_low
TSC2,0.393174895,4.71E-15,0.142043072,0.018222252,0.251131823,b_low
MAD2L2,0.444856208,2.76E-19,0.193759384,0.015705118,0.251096824,b_low
VPS18,0.473401859,5.95E-22,0.222324115,8.77E-05,0.251077744,b_low
TULP3,0.620715671,1.42E-40,0.369811959,1.49E-06,0.250903712,b_low
GTPBP10,0.520334707,6.41E-27,0.269514684,9.17E-07,0.250820023,b_low
COX7A2,0.306737908,1.86E-09,0.055930169,0.284567841,0.250807739,b_low
DNAAF2,0.52800983,8.30E-28,0.277231277,2.68E-05,0.250778553,b_low
TIGD2,0.39090526,6.95E-15,0.140434383,0.177001508,0.250470876,b_low
UCK1,0.480645529,1.14E-22,0.230303455,0.007656209,0.250342073,b_low
ATP13A2,0.378928816,5.20E-14,0.128613381,0.204544108,0.250315434,b_low
PFDN5,0.276667804,6.85E-08,0.026370875,0.616032685,0.250296929,b_low
CLSTN3,0.350662526,4.36E-12,0.100388178,0.327893405,0.250274347,b_low
KCTD3,0.448148621,1.40E-19,0.197904526,0.006338421,0.250244095,b_low
SCYL3,0.478079916,2.05E-22,0.227882416,0.000199202,0.2501975,b_low
C16orf58,0.469078134,1.56E-21,0.21888893,8.73E-05,0.250189204,b_low
ORC2,0.449303902,1.10E-19,0.19913018,0.000410865,0.250173722,b_low
C19orf54,0.371094034,1.85E-13,0.120973711,0.245454119,0.250120323,b_low
DAPK3,0.273307502,9.99E-08,0.023209375,0.677256197,0.250098127,b_low
TRAPPC8,0.618908855,2.77E-40,0.368840043,8.29E-11,0.250068811,b_low
RPL11,0.35692654,1.69E-12,0.106919644,0.040366749,0.250006896,b_low
SHKBP1,0.548556901,2.67E-30,0.29882019,4.84E-05,0.249736711,b_low
AFMID,0.423730603,1.82E-17,0.174007968,0.027273609,0.249722635,b_low
WDR26,0.476476704,2.96E-22,0.226836794,9.47E-05,0.24963991,b_low
PPWD1,0.514200764,3.17E-26,0.264609927,1.58E-06,0.249590837,b_low
LRP6,0.474214993,4.95E-22,0.224659058,0.018845444,0.249555935,b_low
ARMC7,0.510920326,7.34E-26,0.26142305,0.002110717,0.249497277,b_low
FLCN,0.490690556,1.08E-23,0.241227525,0.001300372,0.249463032,b_low
NAA30,0.495436472,3.45E-24,0.246041052,6.70E-05,0.24939542,b_low
DNAJC13,0.470525767,1.13E-21,0.221174948,1.91E-05,0.24935082,b_low
SLC37A4,0.550033811,1.74E-30,0.300709327,8.35E-06,0.249324484,b_low
SPCS3,0.405164414,5.69E-16,0.155893548,0.002711011,0.249270866,b_low
YIPF1,0.343889918,1.18E-11,0.094777524,0.360923581,0.249112394,b_low
SASS6,0.449350215,1.09E-19,0.200302918,0.023951016,0.249047297,b_low
KCTD5,0.336496935,3.42E-11,0.087570952,0.228347784,0.248925983,b_low
TIMM13,0.267945965,1.81E-07,0.01902761,0.716004377,0.248918355,b_low
SMARCAL1,0.510626259,7.92E-26,0.261738005,2.22E-05,0.248888254,b_low
THUMPD3,0.568455911,6.98E-33,0.319615074,1.42E-08,0.248840837,b_low
TUBE1,0.480213303,1.26E-22,0.231441562,0.024803279,0.248771741,b_low
ZFP64,0.478017995,2.08E-22,0.229496807,0.001213442,0.248521189,b_low
FNTA,0.577071857,4.68E-34,0.328556285,1.47E-10,0.248515572,b_low
RAP2A,0.509694902,1.00E-25,0.261208558,0.009014885,0.248486344,b_low
B3GALT6,0.376901368,7.24E-14,0.128416837,0.089405449,0.248484531,b_low
STIM1,0.423729988,1.82E-17,0.175407613,0.001033786,0.248322375,b_low
PPP2R5C,0.548638314,2.61E-30,0.30051313,4.01E-08,0.248125185,b_low
RPS12,0.329075371,9.64E-11,0.08097582,0.120986006,0.248099551,b_low
DLG1,0.543544608,1.12E-29,0.295602922,3.86E-08,0.247941686,b_low
EP300,0.401675602,1.06E-15,0.153736343,0.011735246,0.247939259,b_low
SDCCAG3,0.501992978,6.92E-25,0.254213354,0.001179384,0.247779624,b_low
TMEM201,0.450410303,8.74E-20,0.202669617,0.000660525,0.247740686,b_low
COX11,0.545431618,6.56E-30,0.297692167,2.42E-06,0.247739451,b_low
CDK10,0.394066454,4.03E-15,0.146373354,0.148261655,0.2476931,b_low
MANEA,0.363276284,6.37E-13,0.115594228,0.185184347,0.247682056,b_low
DHX15,0.541971499,1.76E-29,0.294400424,8.59E-09,0.247571075,b_low
FNIP1,0.425363385,1.33E-17,0.177810112,0.037641301,0.247553273,b_low
PPP1CB,0.3757232,8.78E-14,0.128275409,0.014189427,0.247447791,b_low
TTN,0.234830442,5.28E-06,-0.012398917,0.830650596,0.247229359,b_low
MPZL1,0.423505258,1.90E-17,0.176292235,0.003596295,0.247213022,b_low
SERBP1,0.501422677,7.97E-25,0.254234604,1.06E-06,0.247188073,b_low
TOPBP1,0.440157094,7.19E-19,0.192989532,0.002132069,0.247167561,b_low
EWSR1,0.424823233,1.47E-17,0.177814184,0.000621351,0.247009049,b_low
RSL1D1,0.416602864,6.99E-17,0.169599759,0.001090355,0.247003106,b_low
PTEN,0.47479784,4.34E-22,0.227935297,8.02E-05,0.246862543,b_low
CDC7,0.318936003,3.81E-10,0.072109226,0.462604927,0.246826777,b_low
ACTR3B,0.571487708,2.72E-33,0.324778397,7.10E-08,0.246709311,b_low
POLDIP2,0.649449358,1.85E-45,0.402802438,2.13E-15,0.24664692,b_low
CEP85,0.516735204,1.64E-26,0.270129441,0.00031237,0.246605763,b_low
DAP,0.440376127,6.88E-19,0.193843044,0.000612104,0.246533083,b_low
EYA3,0.526754127,1.16E-27,0.280417285,5.67E-06,0.246336842,b_low
RGS3,0.385682308,1.69E-14,0.139442939,0.067288977,0.246239369,b_low
ZBTB8OS,0.510127987,8.99E-26,0.263968005,0.001389094,0.246159983,b_low
TONSL,0.446410612,2.01E-19,0.200325409,0.003397386,0.246085203,b_low
C21orf2,0.381485571,3.41E-14,0.135699853,0.134510595,0.245785718,b_low
ACTR2,0.385514652,1.74E-14,0.139874135,0.007202237,0.245640517,b_low
ACAD8,0.638547151,1.52E-43,0.392982634,3.46E-14,0.245564517,b_low
VTI1B,0.540430478,2.71E-29,0.294981396,7.26E-08,0.245449082,b_low
RBM18,0.542006666,1.74E-29,0.296604143,0.000355162,0.245402522,b_low
PARP2,0.640232265,7.79E-44,0.394969227,2.02E-10,0.245263038,b_low
SYNJ1,0.421443733,2.81E-17,0.176201299,0.009295305,0.245242434,b_low
USF1,0.429942094,5.47E-18,0.184769808,0.003497584,0.245172286,b_low
CCDC132,0.501965895,6.97E-25,0.256860897,7.89E-06,0.245104998,b_low
PRDM2,0.465154063,3.72E-21,0.220083709,0.000698241,0.245070354,b_low
HMGN1,0.551875612,1.02E-30,0.306822225,5.01E-08,0.245053387,b_low
PSMF1,0.69838209,4.09E-55,0.453334061,1.23E-18,0.245048029,b_low
USP46,0.425199815,1.37E-17,0.180322807,0.010813501,0.244877008,b_low
SETD3,0.627962848,9.30E-42,0.383293524,2.63E-13,0.244669324,b_low
RBM39,0.516076725,1.95E-26,0.271417007,1.23E-07,0.244659718,b_low
GGCX,0.366842181,3.64E-13,0.122251884,0.038470178,0.244590297,b_low
RBFOX2,0.336820211,3.26E-11,0.092245487,0.146673718,0.244574724,b_low
PTPDC1,0.428772623,6.87E-18,0.184245677,0.070826966,0.244526946,b_low
NDUFB1,0.305276603,2.24E-09,0.060820676,0.312279805,0.244455927,b_low
FAM193B,0.38813776,1.12E-14,0.143762699,0.141500381,0.24437506,b_low
SLC25A16,0.344392783,1.10E-11,0.100093366,0.192723649,0.244299416,b_low
PITHD1,0.582993086,6.96E-35,0.338867837,1.24E-09,0.244125248,b_low
ALS2,0.394794158,3.56E-15,0.150822137,0.027017901,0.24397202,b_low
TNPO3,0.671436605,1.44E-49,0.427507528,1.08E-17,0.243929077,b_low
FAM134A,0.450768422,8.11E-20,0.206856937,0.001534555,0.243911486,b_low
TMEM9,0.302457629,3.19E-09,0.058719596,0.4593598,0.243738033,b_low
POLR2G,0.403896762,7.14E-16,0.160193313,0.008734998,0.243703449,b_low
DHX29,0.591440561,4.30E-36,0.347781498,1.29E-11,0.243659063,b_low
PUSL1,0.392258554,5.51E-15,0.148733392,0.065629145,0.243525163,b_low
LIN52,0.411298557,1.87E-16,0.167864578,0.093357184,0.243433979,b_low
DNAJC11,0.526780257,1.16E-27,0.283361245,4.30E-08,0.243419011,b_low
KIF1B,0.432818812,3.11E-18,0.189402507,0.002340749,0.243416305,b_low
PLEKHJ1,0.244378699,2.09E-06,0.001044122,0.990969678,0.243334577,b_low
KIAA1279,0.419890671,3.77E-17,0.176633321,0.003019239,0.24325735,b_low
BCL2L13,0.648825529,2.40E-45,0.405648944,5.11E-15,0.243176585,b_low
POLG2,0.628193621,8.52E-42,0.385024778,6.18E-11,0.243168843,b_low
ZDHHC5,0.652929096,4.37E-46,0.409802555,9.53E-12,0.24312654,b_low
RCHY1,0.571197233,2.98E-33,0.328088011,1.87E-07,0.243109221,b_low
CHAF1B,0.440068988,7.32E-19,0.19725976,0.007116689,0.242809228,b_low
RANBP9,0.574046659,1.22E-33,0.331268432,1.40E-09,0.242778227,b_low
ZHX3,0.493773971,5.15E-24,0.251021817,0.000529625,0.242752154,b_low
MLLT1,0.481267084,9.87E-23,0.238573944,0.000123501,0.24269314,b_low
ZNF687,0.520302205,6.47E-27,0.277664723,1.22E-06,0.242637482,b_low
ZBTB4,0.514448631,2.97E-26,0.271812988,0.000486736,0.242635643,b_low
HDHD2,0.60449925,4.92E-38,0.361867663,4.37E-11,0.242631587,b_low
RANBP6,0.609147715,9.52E-39,0.366567855,9.39E-10,0.24257986,b_low
RPL36,0.283498185,3.13E-08,0.040964157,0.433342789,0.242534027,b_low
SKAP2,0.195854372,0.000156176,-0.046678489,0.539606867,0.242532861,b_low
SENP8,0.540841113,2.42E-29,0.298366663,2.53E-06,0.24247445,b_low
ARV1,0.353052201,3.05E-12,0.110629612,0.231007077,0.242422589,b_low
RBM23,0.633600374,1.06E-42,0.391215285,1.21E-08,0.242385088,b_low
EIF1AD,0.563848028,2.87E-32,0.321570823,1.08E-07,0.242277205,b_low
C14orf159,0.321687387,2.64E-10,0.079435379,0.164342153,0.242252007,b_low
API5,0.51146693,6.39E-26,0.269385131,1.87E-07,0.242081799,b_low
MCM2,0.299170663,4.79E-09,0.057133629,0.275632766,0.242037033,b_low
ZNF518A,0.202756588,8.96E-05,-0.039144637,0.632075811,0.241901226,b_low
SBNO1,0.531050826,3.64E-28,0.289195901,1.02E-07,0.241854926,b_low
FLVCR1,0.508066903,1.52E-25,0.266252904,0.000879076,0.241813999,b_low
ATL3,0.377779532,6.27E-14,0.135980749,0.009589109,0.241798783,b_low
SET,0.565794877,1.58E-32,0.324059316,1.91E-10,0.241735562,b_low
SNRNP35,0.414659553,1.00E-16,0.172960066,0.082138666,0.241699487,b_low
ETFA,0.51246702,4.95E-26,0.270824938,1.32E-07,0.241642082,b_low
TAPT1,0.505067389,3.22E-25,0.263527879,7.60E-05,0.24153951,b_low
CHD6,0.514575442,2.88E-26,0.273042457,4.04E-05,0.241532984,b_low
PAFAH2,0.380159328,4.24E-14,0.138678692,0.025340766,0.241480636,b_low
FUBP3,0.564364123,2.45E-32,0.322933862,2.64E-10,0.24143026,b_low
VEZT,0.542139375,1.67E-29,0.300758754,2.66E-06,0.24138062,b_low
PRKAB1,0.418667342,4.75E-17,0.177310491,0.002357793,0.241356851,b_low
GRWD1,0.520100444,6.82E-27,0.278829611,6.08E-08,0.241270833,b_low
GFOD2,0.45727661,2.05E-20,0.216051649,0.005757449,0.241224962,b_low
TPR,0.409886563,2.42E-16,0.168669757,0.001162439,0.241216806,b_low
FAM98B,0.500277994,1.06E-24,0.259205061,1.52E-06,0.241072933,b_low
PSMC3IP,0.332634415,5.88E-11,0.091563449,0.352905546,0.241070966,b_low
RNF216,0.548314653,2.87E-30,0.307319716,0.000117521,0.240994937,b_low
SLC38A10,0.386848189,1.39E-14,0.145885708,0.011412283,0.240962481,b_low
MFN2,0.565600851,1.68E-32,0.324686534,9.07E-09,0.240914317,b_low
RAB1B,0.495949773,3.04E-24,0.255045678,7.63E-07,0.240904094,b_low
ZFYVE20,0.626849989,1.42E-41,0.385971893,1.80E-08,0.240878096,b_low
AIMP2,0.425101591,1.40E-17,0.184384753,0.0003771,0.240716838,b_low
NUDCD3,0.657804854,5.58E-47,0.417113702,1.95E-14,0.240691151,b_low
KDM2A,0.521476621,4.75E-27,0.280823096,5.23E-07,0.240653525,b_low
SCAP,0.458153218,1.70E-20,0.217549297,0.030535385,0.240603921,b_low
PACS1,0.37209845,1.58E-13,0.131545729,0.016971477,0.240552721,b_low
MLH1,0.253572142,8.28E-07,0.013059206,0.827166857,0.240512936,b_low
UFD1L,0.452016702,6.24E-20,0.211543138,9.10E-05,0.240473564,b_low
UBE4B,0.527662104,9.12E-28,0.28741335,2.59E-08,0.240248754,b_low
KPNA6,0.606404192,2.52E-38,0.366271534,5.34E-13,0.240132658,b_low
NOP58,0.32697614,1.29E-10,0.086982734,0.09569339,0.239993406,b_low
LAMP1,0.534928108,1.26E-28,0.294965388,8.02E-09,0.23996272,b_low
BNIP2,0.397722595,2.13E-15,0.157970439,0.017223561,0.239752156,b_low
CDCA8,0.452894012,5.19E-20,0.213152452,0.005980644,0.23974156,b_low
NCLN,0.286148422,2.30E-08,0.04641428,0.375286568,0.239734142,b_low
CEP350,0.402635306,8.95E-16,0.162961605,0.021132232,0.239673701,b_low
STRN4,0.509624605,1.02E-25,0.269960392,4.69E-07,0.239664214,b_low
NIPBL,0.477961682,2.11E-22,0.23851194,1.02E-05,0.239449742,b_low
PRRC2A,0.460863682,9.47E-21,0.221430135,8.43E-05,0.239433547,b_low
OXR1,0.511903992,5.71E-26,0.272524496,2.57E-06,0.239379496,b_low
GNAI3,0.527679613,9.07E-28,0.288436088,1.84E-08,0.239243525,b_low
GNA13,0.565284939,1.85E-32,0.326057993,1.46E-10,0.239226946,b_low
PMF1,0.355161199,2.22E-12,0.116106398,0.101579852,0.239054801,b_low
KIF22,0.365382647,4.58E-13,0.126508969,0.064080667,0.238873678,b_low
CENPM,0.423443375,1.92E-17,0.184571002,0.052469788,0.238872373,b_low
COX6B1,0.318862053,3.85E-10,0.079992222,0.126102153,0.238869832,b_low
NDFIP1,0.465368885,3.55E-21,0.226508723,0.027294476,0.238860162,b_low
CUL3,0.523717113,2.62E-27,0.284936786,2.65E-08,0.238780327,b_low
GTF3A,0.493332446,5.73E-24,0.254678393,0.002223605,0.238654052,b_low
TTC26,0.358720288,1.29E-12,0.120070834,0.055992379,0.238649454,b_low
ZC3H13,0.419600706,3.98E-17,0.18097202,0.002892139,0.238628686,b_low
RABAC1,0.384149569,2.18E-14,0.145591536,0.011304897,0.238558033,b_low
PPP6R2,0.453195801,4.87E-20,0.214739609,0.001424418,0.238456192,b_low
BPGM,0.384432306,2.08E-14,0.146052311,0.013920546,0.238379995,b_low
CWC22,0.438530581,9.98E-19,0.200306952,0.000538334,0.238223629,b_low
ALMS1,0.254045319,7.89E-07,0.015949775,0.840348049,0.238095544,b_low
ESCO1,0.564690407,2.22E-32,0.326674016,0.000495612,0.238016391,b_low
C17orf75,0.509367931,1.09E-25,0.271378082,7.66E-07,0.237989849,b_low
TMEM161A,0.490872104,1.03E-23,0.252926178,0.000154798,0.237945925,b_low
NEURL4,0.496002178,3.01E-24,0.258067994,0.001143457,0.237934184,b_low
TTC30A,0.268244297,1.75E-07,0.030328465,0.662126954,0.237915832,b_low
NSD1,0.39782762,2.09E-15,0.159912406,0.04406362,0.237915214,b_low
KLHDC2,0.496030632,2.98E-24,0.258130452,0.000606123,0.237900181,b_low
CARS2,0.596370001,8.14E-37,0.358488035,7.19E-12,0.237881966,b_low
BRD1,0.447807263,1.50E-19,0.209934664,0.000969303,0.2378726,b_low
BMP1,0.274101511,9.14E-08,0.03628553,0.674930654,0.237815981,b_low
FAM177A1,0.477598973,2.29E-22,0.239788453,3.06E-05,0.23781052,b_low
RANGAP1,0.452920434,5.16E-20,0.215190661,3.14E-05,0.237729773,b_low
UBAP1,0.645694678,8.64E-45,0.408046147,1.86E-12,0.237648531,b_low
FBXO11,0.539778085,3.26E-29,0.302186844,0.000199306,0.237591241,b_low
TBC1D10B,0.535838282,9.77E-29,0.298399739,2.33E-08,0.237438543,b_low
PPP4R1,0.63437748,7.84E-43,0.396941933,2.08E-13,0.237435547,b_low
RPS18,0.273968352,9.28E-08,0.036617009,0.483751727,0.237351343,b_low
TRMT6,0.671268583,1.55E-49,0.434130724,1.53E-15,0.23713786,b_low
SH3YL1,0.286832979,2.12E-08,0.049755578,0.4931192,0.237077401,b_low
LSM6,0.411481084,1.81E-16,0.174424776,0.002514593,0.237056308,b_low
RAD54L2,0.354531725,2.44E-12,0.117486964,0.13650133,0.237044761,b_low
PIKFYVE,0.406471361,4.50E-16,0.169495539,0.011611697,0.236975822,b_low
UAP1,0.325088033,1.67E-10,0.088358096,0.099359203,0.236729937,b_low
PCBP4,0.181035148,0.000483164,-0.055648603,0.47104821,0.236683751,b_low
EZH2,0.396708313,2.55E-15,0.160055045,0.010940656,0.236653268,b_low
TBCC,0.592452739,3.06E-36,0.355814245,1.96E-11,0.236638494,b_low
MELK,0.399256741,1.63E-15,0.162677008,0.041787641,0.236579733,b_low
SFXN4,0.38848256,1.05E-14,0.151943682,0.010206223,0.236538879,b_low
PPP1R21,0.404274046,6.68E-16,0.167954934,0.002070785,0.236319112,b_low
TXNDC15,0.471239502,9.66E-22,0.235008891,0.002166647,0.236230611,b_low
TBC1D17,0.440255439,7.05E-19,0.204032681,0.000375568,0.236222758,b_low
OSGEP,0.550990622,1.32E-30,0.315025941,2.86E-09,0.235964681,b_low
FAM208B,0.35355721,2.82E-12,0.117594793,0.077043727,0.235962418,b_low
MAN1B1,0.47355357,5.75E-22,0.237622699,1.10E-05,0.235930872,b_low
SLC39A7,0.500507047,9.99E-25,0.26459663,8.37E-06,0.235910417,b_low
PTDSS1,0.587568971,1.56E-35,0.351681721,1.44E-11,0.235887249,b_low
TRIM32,0.584749035,3.93E-35,0.348891115,1.31E-09,0.23585792,b_low
GPX2,0.155412093,0.00279561,-0.080425308,0.28865381,0.235837401,b_low
GRSF1,0.637097845,2.70E-43,0.401311349,1.62E-15,0.235786496,b_low
ZCCHC8,0.570570302,3.62E-33,0.334831773,1.65E-10,0.235738529,b_low
TXLNA,0.631363775,2.52E-42,0.395686905,3.15E-14,0.23567687,b_low
LPIN2,0.414092752,1.12E-16,0.178455524,0.005870805,0.235637228,b_low
RFWD2,0.509894197,9.54E-26,0.274274749,3.03E-05,0.235619448,b_low
TMEM43,0.46277642,6.26E-21,0.227162398,1.14E-05,0.235614022,b_low
SNUPN,0.573847537,1.30E-33,0.338264907,5.01E-08,0.23558263,b_low
SHPRH,0.371246589,1.81E-13,0.135681517,0.109951109,0.235565072,b_low
PJA2,0.466286758,2.90E-21,0.230807046,0.000482905,0.235479712,b_low
RASSF7,0.414861396,9.67E-17,0.179504969,0.013705611,0.235356427,b_low
PDS5A,0.478034587,2.08E-22,0.242804724,2.69E-06,0.235229862,b_low
PDE4DIP,0.231211297,7.42E-06,-0.004005625,0.945756168,0.235216922,b_low
CDAN1,0.454717081,3.53E-20,0.219513846,0.001405673,0.235203235,b_low
TMED1,0.565844745,1.56E-32,0.330644269,1.17E-10,0.235200476,b_low
SNX4,0.401899661,1.02E-15,0.166827317,0.001490088,0.235072344,b_low
SAP30L,0.46711565,2.42E-21,0.23208077,0.000146002,0.23503488,b_low
MAFF,0.314984816,6.41E-10,0.080038256,0.361617122,0.23494656,b_low
TXNDC11,0.435614495,1.79E-18,0.200668786,0.004587255,0.234945709,b_low
RING1,0.533818828,1.71E-28,0.298892208,4.42E-07,0.23492662,b_low
PWP1,0.570327219,3.91E-33,0.335440143,3.89E-09,0.234887076,b_low
RAB11A,0.600690279,1.85E-37,0.365845525,9.88E-05,0.234844754,b_low
TMEM168,0.371691331,1.68E-13,0.136894798,0.038025701,0.234796533,b_low
COMMD7,0.388080928,1.13E-14,0.153308584,0.011501908,0.234772344,b_low
OSCP1,0.256029174,6.42E-07,0.021348107,0.7517596,0.234681067,b_low
METAP2,0.562132321,4.83E-32,0.32762075,3.77E-10,0.234511571,b_low
SEC11C,0.331396402,6.99E-11,0.096977175,0.078098822,0.234419227,b_low
COMMD9,0.465838754,3.20E-21,0.231475577,2.43E-05,0.234363177,b_low
SLMAP,0.493732806,5.20E-24,0.259404227,1.44E-06,0.234328579,b_low
XRN2,0.604876753,4.31E-38,0.370562427,2.17E-13,0.234314326,b_low
RUVBL2,0.444081159,3.24E-19,0.209781139,5.00E-05,0.23430002,b_low
LIMK1,0.431658137,3.91E-18,0.197444087,0.003897998,0.234214049,b_low
PRMT7,0.484381277,4.79E-23,0.250195657,0.001110283,0.234185619,b_low
GRAMD3,0.285595925,2.45E-08,0.051414644,0.52520268,0.234181282,b_low
GNAS,0.461942493,7.50E-21,0.227788051,1.47E-05,0.234154442,b_low
